,topic,content,summary,full_content
36,Quá trình hình thành và phát triển của MB,"Dựa trên thông tin được cung cấp, tôi xin tóm tắt quá trình hình thành và phát triển của MB (Ngân hàng Thương mại Cổ phần Quân đội) như sau:

1994-2004: Thành lập và định hình
- Ngày 4/11/1994: MB được thành lập với vốn điều lệ 20 tỷ đồng, 25 nhân sự.
- Sau 10 năm, tổng tài sản đạt trên 7.000 tỷ đồng.

2005-2009: Mở rộng và đổi mới
- Tập trung vào mở rộng quy mô, phát triển mạng lưới, đầu tư công nghệ.
- Năm 2009: Nhận Huân chương Lao động Hạng Ba.

2010-2016: Niêm yết và phát triển bền vững
- 1/11/2011: Niêm yết cổ phiếu MBB trên HOSE.
- 2013: Lọt top 3 ngân hàng TMCP tư nhân hàng đầu.
- 2014-2015: Nhận Huân chương Lao động Hạng Nhất và danh hiệu Anh Hùng Lao động.

2017-2021: Chuyển đổi số và nâng cao thương hiệu
- 2019: Đổi mới nhận diện thương hiệu.
- Lọt top 300 thương hiệu ngân hàng mạnh nhất thế giới.

2022-2023: Tăng tốc số hóa và phát triển bền vững
- Top 5 về lợi nhuận trong hệ thống ngân hàng.
- Top 2 thương hiệu mạnh nhất Việt Nam.
- Phát triển hệ sinh thái số đầy đủ và đồng bộ.
- Tập trung vào chiến lược ESG và phát triển bền vững.

Qua 29 năm, MB đã phát triển từ một ngân hàng nhỏ thành một tập đoàn tài chính đa năng, với định hướng số hóa mạnh mẽ và cam kết phát triển bền vững.","MB (Ngân hàng Thương mại Cổ phần Quân đội) thành lập năm 1994, từ vốn 20 tỷ đồng và 25 nhân sự, đã phát triển thành tập đoàn tài chính đa năng, số hóa mạnh mẽ, và cam kết phát triển bền vững.","Quá trình hình thành và phát triển của MB
Dựa trên thông tin được cung cấp, tôi xin tóm tắt quá trình hình thành và phát triển của MB (Ngân hàng Thương mại Cổ phần Quân đội) như sau:

1994-2004: Thành lập và định hình
- Ngày 4/11/1994: MB được thành lập với vốn điều lệ 20 tỷ đồng, 25 nhân sự.
- Sau 10 năm, tổng tài sản đạt trên 7.000 tỷ đồng.

2005-2009: Mở rộng và đổi mới
- Tập trung vào mở rộng quy mô, phát triển mạng lưới, đầu tư công nghệ.
- Năm 2009: Nhận Huân chương Lao động Hạng Ba.

2010-2016: Niêm yết và phát triển bền vững
- 1/11/2011: Niêm yết cổ phiếu MBB trên HOSE.
- 2013: Lọt top 3 ngân hàng TMCP tư nhân hàng đầu.
- 2014-2015: Nhận Huân chương Lao động Hạng Nhất và danh hiệu Anh Hùng Lao động.

2017-2021: Chuyển đổi số và nâng cao thương hiệu
- 2019: Đổi mới nhận diện thương hiệu.
- Lọt top 300 thương hiệu ngân hàng mạnh nhất thế giới.

2022-2023: Tăng tốc số hóa và phát triển bền vững
- Top 5 về lợi nhuận trong hệ thống ngân hàng.
- Top 2 thương hiệu mạnh nhất Việt Nam.
- Phát triển hệ sinh thái số đầy đủ và đồng bộ.
- Tập trung vào chiến lược ESG và phát triển bền vững.

Qua 29 năm, MB đã phát triển từ một ngân hàng nhỏ thành một tập đoàn tài chính đa năng, với định hướng số hóa mạnh mẽ và cam kết phát triển bền vững."
37,Quá trình hình thành và phát triển của MB,"1994 – 2004
Ngày 4/11/1994, Ngân hàng Thương mại Cổ phần Quân đội (MB) được thành lập với số vốn gần 20 tỷ đồng, 25 nhân sự và một điểm giao dịch duy nhất tại 28A Điện Biên Phủ, Hà Nội. Mười năm đầu (1994-2004) là giai đoạn mang tính “mở lối” định hình phương châm hoạt động, xác định chiến lược kinh doanh và xác định thương hiệu. Năm 2004, tròn 10 năm thành lập, tổng vốn huy động của MB tăng gấp trên 500 lần, tổng tài sản trên 7.000 tỷ đồng, lợi nhuận trên 500 tỷ đồng và khai trương trụ sở mới tại số 3 Liễu Giai, Ba Đình, Hà Nội.","MB thành lập năm 1994 với vốn gần 20 tỷ đồng, sau 10 năm, tổng vốn huy động tăng gấp 500 lần, tổng tài sản trên 7.000 tỷ đồng, lợi nhuận trên 500 tỷ đồng và khai trương trụ sở mới.","Quá trình hình thành và phát triển của MB
1994 – 2004
Ngày 4/11/1994, Ngân hàng Thương mại Cổ phần Quân đội (MB) được thành lập với số vốn gần 20 tỷ đồng, 25 nhân sự và một điểm giao dịch duy nhất tại 28A Điện Biên Phủ, Hà Nội. Mười năm đầu (1994-2004) là giai đoạn mang tính “mở lối” định hình phương châm hoạt động, xác định chiến lược kinh doanh và xác định thương hiệu. Năm 2004, tròn 10 năm thành lập, tổng vốn huy động của MB tăng gấp trên 500 lần, tổng tài sản trên 7.000 tỷ đồng, lợi nhuận trên 500 tỷ đồng và khai trương trụ sở mới tại số 3 Liễu Giai, Ba Đình, Hà Nội."
38,Quá trình hình thành và phát triển của MB,"2005 - 2009
Trong giai đoạn 2005-2009, MB áp dụng một loạt các giải pháp đổi mới tổng thể từ mở rộng quy mô hoạt động, phát triển mạng lưới, đầu tư công nghệ, và nâng cao quản trị toàn hàng. Có thể nói, đây là giai đoạn tạo cơ sở vững chắc để MB đẩy mạnh triển khai các sáng kiến chiến lược sau này, góp phần đưa MB trở thành một trong những định chế tài chính hàng đầu Việt Nam hiện nay. Năm 2009, đánh dấu 15 năm phát triển, MB vinh dự nhận Huân chương Lao động Hạng Ba do Chủ tịch nước trao tặng.","Giai đoạn 2005-2009, MB mở rộng quy mô, phát triển mạng lưới, đầu tư công nghệ, nâng cao quản trị, tạo cơ sở vững chắc cho các sáng kiến chiến lược, và nhận Huân chương Lao động Hạng Ba năm 2009.","Quá trình hình thành và phát triển của MB
2005 - 2009
Trong giai đoạn 2005-2009, MB áp dụng một loạt các giải pháp đổi mới tổng thể từ mở rộng quy mô hoạt động, phát triển mạng lưới, đầu tư công nghệ, và nâng cao quản trị toàn hàng. Có thể nói, đây là giai đoạn tạo cơ sở vững chắc để MB đẩy mạnh triển khai các sáng kiến chiến lược sau này, góp phần đưa MB trở thành một trong những định chế tài chính hàng đầu Việt Nam hiện nay. Năm 2009, đánh dấu 15 năm phát triển, MB vinh dự nhận Huân chương Lao động Hạng Ba do Chủ tịch nước trao tặng."
39,Quá trình hình thành và phát triển của MB,"2010 – 2016
Ngày 1/11/2011, MB đã thực hiện thành công việc niêm yết cổ phiếu MBB trên Sở giao dịch chứng khoán Tp. HCM. Trong bối cảnh nền kinh tế bước vào giai đoạn khó khăn, ngành ngân hàng dưới áp lực tái cấu trúc mạnh mẽ, MB kiên định với chiến lược phát triển bền vững, an toàn đã vươn lên dẫn đầu về nhiều chỉ tiêu tài chính quan trọng, hoàn thành mục tiêu nằm trong Top 3 Ngân hàng thương mại cổ phần không do nhà nước nắm cổ phần chi phối vào năm 2013. Với những thành quả đạt được, MB vinh dự đón nhận Huân chương Lao động Hạng Nhất vào năm 2014 và Danh hiệu Anh Hùng Lao động vào năm 2015.","Từ 2010-2016, MB niêm yết cổ phiếu MBB, dẫn đầu nhiều chỉ tiêu tài chính, vào Top 3 ngân hàng thương mại cổ phần không do nhà nước chi phối, nhận Huân chương Lao động Hạng Nhất và Danh hiệu Anh Hùng Lao động.","Quá trình hình thành và phát triển của MB
2010 – 2016
Ngày 1/11/2011, MB đã thực hiện thành công việc niêm yết cổ phiếu MBB trên Sở giao dịch chứng khoán Tp. HCM. Trong bối cảnh nền kinh tế bước vào giai đoạn khó khăn, ngành ngân hàng dưới áp lực tái cấu trúc mạnh mẽ, MB kiên định với chiến lược phát triển bền vững, an toàn đã vươn lên dẫn đầu về nhiều chỉ tiêu tài chính quan trọng, hoàn thành mục tiêu nằm trong Top 3 Ngân hàng thương mại cổ phần không do nhà nước nắm cổ phần chi phối vào năm 2013. Với những thành quả đạt được, MB vinh dự đón nhận Huân chương Lao động Hạng Nhất vào năm 2014 và Danh hiệu Anh Hùng Lao động vào năm 2015."
40,Quá trình hình thành và phát triển của MB,"2017 – 2021
Trong giai đoạn này, dù gặp nhiều khó khăn bởi đại dịch Covid-19 toàn cầu, MB đã có sự tăng trưởng mạnh mẽ, bứt phá trong hoạt động kinh doanh và đánh dấu bước chuyển mình thay đổi Nhận diện thương hiệu mới thành công từ năm 2019, lột xác thành một ngân hàng năng động, trẻ trung – lọt vào Top 2 thương hiệu được yêu thích nhất. Giá trị thương hiệu tăng gấp đôi, tăng 127 bậc so với năm 2020, lọt vào Top 300 thương hiệu ngân hàng có giá trị và mạnh nhất thế giới (theo báo cáo Banking 500 2022 của Brand Finance). MB tự hào tiếp tục nằm trong Top doanh nghiệp đạt lợi nhuận trên 10.000 tỷ đồng, Top 5 các Ngân hàng tốt nhất Việt Nam.","Từ 2017-2021, MB tăng trưởng mạnh mẽ, thay đổi nhận diện thương hiệu, lọt Top 2 thương hiệu yêu thích, Top 300 ngân hàng mạnh nhất thế giới, và Top 5 ngân hàng tốt nhất Việt Nam.","Quá trình hình thành và phát triển của MB
2017 – 2021
Trong giai đoạn này, dù gặp nhiều khó khăn bởi đại dịch Covid-19 toàn cầu, MB đã có sự tăng trưởng mạnh mẽ, bứt phá trong hoạt động kinh doanh và đánh dấu bước chuyển mình thay đổi Nhận diện thương hiệu mới thành công từ năm 2019, lột xác thành một ngân hàng năng động, trẻ trung – lọt vào Top 2 thương hiệu được yêu thích nhất. Giá trị thương hiệu tăng gấp đôi, tăng 127 bậc so với năm 2020, lọt vào Top 300 thương hiệu ngân hàng có giá trị và mạnh nhất thế giới (theo báo cáo Banking 500 2022 của Brand Finance). MB tự hào tiếp tục nằm trong Top doanh nghiệp đạt lợi nhuận trên 10.000 tỷ đồng, Top 5 các Ngân hàng tốt nhất Việt Nam."
41,Quá trình hình thành và phát triển của MB,"2022 – 2023
Sau giai đoạn 2017 – 2021 tiền đề chuyển đổi số của MB, giai đoạn 2022-2026, MB tiếp tục trên con đường chuyển đổi số mạnh mẽ hơn với phương châm “Tăng tốc số – Hấp dẫn khách hàng – Hiệp lực tập đoàn – An toàn bền vững”. Năm 2022, MB đã xuất sắc về đích với vị trí Top 5 về lợi nhuận, Top đầu về tỷ suất sinh lời trên vốn và nằm trong Top đầu về các chỉ số an toàn, 
chất lượng tín dụng. Sang năm 2023, MB xuất sắc về đích các danh hiệu, giải thưởng uy tín: Top 3 về lợi nhuận trong hệ thống các Ngân hàng thương mại và Top 2 thương hiệu mạnh nhất Việt Nam. Hơn nữa, MB là một trong số ít các ngân hàng có hệ sinh thái đầy đủ nhất và số hóa đồng bộ nhất Việt Nam. Chuyển đổi số cũng đạt được nhiều thành tựu đáng kể: APP MBBank và BIZ MBBank đạt nhiều giải thưởng uy tín trong nước và quốc tế, App thiện nguyện được vinh danh là Dự án kịp thời tại Human Act Prize 2023, chiến dịch Hi Green - Bình Minh Xanh là chiến dịch trách nhiệm xã hội cộng hưởng đầu tiên do MB tổ chức và tài trợ, có sức ảnh hưởng truyền thông lớn đến cộng đồng. Năm 2023, được sự tin tưởng của Quân ủy trung ương, Bộ Quốc phòng, MB đã thực hiện chuyển giao nhân sự cấp cao thành công, mở ra một chương mới cho MB, tiếp tục hành trình chinh phục tầm nhìn không chỉ trở thành “Doanh nghiệp số, Tập đoàn tài chính dẫn đầu”, mà còn là một doanh nghiệp có chiến lược ESG bài bản, quan tâm đến sự phát triển bền vững của cộng đồng, môi trường, xã hội.","MB tiếp tục chuyển đổi số mạnh mẽ giai đoạn 2022-2026, đạt Top 3 lợi nhuận và Top 2 thương hiệu mạnh nhất Việt Nam năm 2023, với nhiều thành tựu số hóa và chiến dịch xã hội nổi bật.","Quá trình hình thành và phát triển của MB
2022 – 2023
Sau giai đoạn 2017 – 2021 tiền đề chuyển đổi số của MB, giai đoạn 2022-2026, MB tiếp tục trên con đường chuyển đổi số mạnh mẽ hơn với phương châm “Tăng tốc số – Hấp dẫn khách hàng – Hiệp lực tập đoàn – An toàn bền vững”. Năm 2022, MB đã xuất sắc về đích với vị trí Top 5 về lợi nhuận, Top đầu về tỷ suất sinh lời trên vốn và nằm trong Top đầu về các chỉ số an toàn, 
chất lượng tín dụng. Sang năm 2023, MB xuất sắc về đích các danh hiệu, giải thưởng uy tín: Top 3 về lợi nhuận trong hệ thống các Ngân hàng thương mại và Top 2 thương hiệu mạnh nhất Việt Nam. Hơn nữa, MB là một trong số ít các ngân hàng có hệ sinh thái đầy đủ nhất và số hóa đồng bộ nhất Việt Nam. Chuyển đổi số cũng đạt được nhiều thành tựu đáng kể: APP MBBank và BIZ MBBank đạt nhiều giải thưởng uy tín trong nước và quốc tế, App thiện nguyện được vinh danh là Dự án kịp thời tại Human Act Prize 2023, chiến dịch Hi Green - Bình Minh Xanh là chiến dịch trách nhiệm xã hội cộng hưởng đầu tiên do MB tổ chức và tài trợ, có sức ảnh hưởng truyền thông lớn đến cộng đồng. Năm 2023, được sự tin tưởng của Quân ủy trung ương, Bộ Quốc phòng, MB đã thực hiện chuyển giao nhân sự cấp cao thành công, mở ra một chương mới cho MB, tiếp tục hành trình chinh phục tầm nhìn không chỉ trở thành “Doanh nghiệp số, Tập đoàn tài chính dẫn đầu”, mà còn là một doanh nghiệp có chiến lược ESG bài bản, quan tâm đến sự phát triển bền vững của cộng đồng, môi trường, xã hội."
42,,"DẤU ẤN TIÊU BIỂU NĂM 2023 Giải thưởng của MB
- DOANH NGHIỆP XUẤT SẮC CHÂU Á 2023
- TOP 50 CÔNG TY NIÊM YẾT TỐT NHẤT
- NGÂN HÀNG CHUYỂN ĐỔI SỐ TIÊU BIỂU
- TOP 3 Doanh nghiệp có vốn hóa lớn được nhà đầu tư yêu thích nhất
- Hội đồng Quản trị của năm với hạng mục Hội đồng Quản trị có tính đa dạng cao
- Hội đồng Quản trị cam kết thực hành tốt thông lệ quản trị 
- TOP 3 nơi làm việc tốt nhất Việt Nam ngành Ngân hàng 2023
- Fitch Ratings nâng bậc tín nhiệm nhà phát hành nợ dài hạn của MB từ mức B+ lên BB-, triển vọng Tích cực

 Kết quả Tập đoàn
- 26.306 tỷ đồng Lợi nhuận trước thuế, tăng 15,7%
- Top đầu về tăng trưởng Quy mô tăng 28,1%. Thị phần tín dụng cao hơn nhiều so với mức bình quân ngành ~13,71%
- 23,9% ROE Top đầu chỉ tiêu hiệu quả. 
- Tăng 30,5% Huy động vốn tăng trưởng.
- 1,41% Tỉ lệ nợ xấu * thấp hơn mức bình quân ngành","MB đạt nhiều giải thưởng uy tín năm 2023, tăng trưởng lợi nhuận trước thuế 15,7%, ROE 23,9%, huy động vốn tăng 30,5%, và tỷ lệ nợ xấu 1,41%.","
DẤU ẤN TIÊU BIỂU NĂM 2023 Giải thưởng của MB
- DOANH NGHIỆP XUẤT SẮC CHÂU Á 2023
- TOP 50 CÔNG TY NIÊM YẾT TỐT NHẤT
- NGÂN HÀNG CHUYỂN ĐỔI SỐ TIÊU BIỂU
- TOP 3 Doanh nghiệp có vốn hóa lớn được nhà đầu tư yêu thích nhất
- Hội đồng Quản trị của năm với hạng mục Hội đồng Quản trị có tính đa dạng cao
- Hội đồng Quản trị cam kết thực hành tốt thông lệ quản trị 
- TOP 3 nơi làm việc tốt nhất Việt Nam ngành Ngân hàng 2023
- Fitch Ratings nâng bậc tín nhiệm nhà phát hành nợ dài hạn của MB từ mức B+ lên BB-, triển vọng Tích cực

 Kết quả Tập đoàn
- 26.306 tỷ đồng Lợi nhuận trước thuế, tăng 15,7%
- Top đầu về tăng trưởng Quy mô tăng 28,1%. Thị phần tín dụng cao hơn nhiều so với mức bình quân ngành ~13,71%
- 23,9% ROE Top đầu chỉ tiêu hiệu quả. 
- Tăng 30,5% Huy động vốn tăng trưởng.
- 1,41% Tỉ lệ nợ xấu * thấp hơn mức bình quân ngành"
43,,"Tầm nhìn và sứ mệnh phát triển của MB
1. Tầm nhìn: Trở thành doanh nghiệp số - Tập đoàn tài chính dẫn đầu 
2. Sứ mệnh: Vì sự phát triển của đất nước, vì lợi ích của khách hàng 
3. Giá trị cốt lõi: Đoàn kết – Kỷ luật – Tận tâm - Thực thi – Tin cậy – Hiệu quả","MB hướng tới trở thành tập đoàn tài chính số hàng đầu, với sứ mệnh phát triển đất nước và lợi ích khách hàng, dựa trên các giá trị: Đoàn kết, Kỷ luật, Tận tâm, Thực thi, Tin cậy, Hiệu quả.","
Tầm nhìn và sứ mệnh phát triển của MB
1. Tầm nhìn: Trở thành doanh nghiệp số - Tập đoàn tài chính dẫn đầu 
2. Sứ mệnh: Vì sự phát triển của đất nước, vì lợi ích của khách hàng 
3. Giá trị cốt lõi: Đoàn kết – Kỷ luật – Tận tâm - Thực thi – Tin cậy – Hiệu quả"
44,,"Mô hình hoạt động của MB
MB thực hiện các loại hình của ngân hàng thương mại theo quy định của pháp luật và của Ngân hàng Nhà nước Việt Nam theo Giấy phép thành lập và hoạt động Ngân hàng thương mại cổ phần số 100/GP-NHNN ngày 16/10/2018, bao gồm các hoạt động chính phục vụ: 
- KHÁCH HÀNG CÁ NHÂN Mảng dịch vụ Khách hàng Cá nhân mang tới các dịch vụ toàn diện hướng tới phục vụ và thiết kế cho từng khách hàng. Mục tiêu của MB là mang đến trải nghiệm dịch vụ xuất sắc, kết nối khách hàng thông qua các dịch vụ thông minh, thuận tiện của Ngân hàng số. MB Priority là mô hình dịch vụ Ngân hàng ưu tiên, hướng đến cung cấp các dịch vụ cao cấp và những trải nghiệm cá nhân hóa giải pháp tài chính khác biệt dành cho khách hàng cao cấp. Đặc biệt, MB Private là mô hình dịch vụ Ngân hàng cao cấp nhằm đáp ứng nhu cầu của giới thượng lưu, kết nối khách hàng với những giải pháp cá nhân hóa chuyên biệt sâu. 

- KHÁCH HÀNG DOANH NGHIỆP Mảng dịch vụ Khách hàng Doanh nghiệp đã và đang khẳng định được thương hiệu, uy tín trong ngành dịch vụ tài chính tại Việt Nam, đáp ứng nhu cầu đa dạng các đối tượng khách hàng bao gồm: doanh nghiệp lớn, doanh nghiệp vừa và nhỏ, tập đoàn đa quốc gia, doanh nghiệp nhà nước, v.v. Với những sản phẩm, dịch vụ và giải pháp doanh nghiệp đa dạng, MB mang tới các sản phẩm, dịch vụ phục vụ toàn bộ nhu cầu kinh doanh riêng biệt và cụ thể của khách hàng. Với gần 30 năm kinh nghiệm trong việc phục vụ Khách hàng doanh nghiệp trong và ngoài nước, MB tự hào là một đối tác đáng tin cậy và có uy tín cao. 

Các dịch vụ chính: 
► TIỀN GỬI ► NGÂN HÀNG SỐ ► CHO VAY ► DỊCH VỤ THẺ ► CHUYỂN TIỀN, THANH TOÁN ► BẢO HIỂM NHÂN THỌ ► DỊCH VỤ KHÁC ► TIỀN GỬI & ĐẦU TƯ ► NGÂN HÀNG SỐ ► CÁC DỊCH VỤ THU HỘ, TRẢ LƯƠNG, NỘP THUẾ ĐIỆN TỬ ► TÍN DỤNG & BẢO LÃNH ► THANH TOÁN QUỐC TẾ & TÀI TRỢ THƯƠNG MẠI ► TÀI KHOẢN VÀ GÓI TÀI KHOẢN ► THỊ TRƯỜNG TIỀN TỆ VÀ VỐN ► SẢN PHẨM NGOẠI HỐI VÀ NGÂN HÀNG ĐẦU TƯ 1 ► SẢN PHẨM & CHÍNH SÁCH CHO KH FDI 1 ► THƯ TÍN DỤNG, BẢO LÃNH, NHỜ THU, CẤP TÍN DỤNG HỢP VỐN 2","MB cung cấp dịch vụ ngân hàng thương mại cho khách hàng cá nhân và doanh nghiệp, bao gồm tiền gửi, ngân hàng số, cho vay, dịch vụ thẻ, chuyển tiền, bảo hiểm nhân thọ, và các dịch vụ tài chính khác.","
Mô hình hoạt động của MB
MB thực hiện các loại hình của ngân hàng thương mại theo quy định của pháp luật và của Ngân hàng Nhà nước Việt Nam theo Giấy phép thành lập và hoạt động Ngân hàng thương mại cổ phần số 100/GP-NHNN ngày 16/10/2018, bao gồm các hoạt động chính phục vụ: 
- KHÁCH HÀNG CÁ NHÂN Mảng dịch vụ Khách hàng Cá nhân mang tới các dịch vụ toàn diện hướng tới phục vụ và thiết kế cho từng khách hàng. Mục tiêu của MB là mang đến trải nghiệm dịch vụ xuất sắc, kết nối khách hàng thông qua các dịch vụ thông minh, thuận tiện của Ngân hàng số. MB Priority là mô hình dịch vụ Ngân hàng ưu tiên, hướng đến cung cấp các dịch vụ cao cấp và những trải nghiệm cá nhân hóa giải pháp tài chính khác biệt dành cho khách hàng cao cấp. Đặc biệt, MB Private là mô hình dịch vụ Ngân hàng cao cấp nhằm đáp ứng nhu cầu của giới thượng lưu, kết nối khách hàng với những giải pháp cá nhân hóa chuyên biệt sâu. 

- KHÁCH HÀNG DOANH NGHIỆP Mảng dịch vụ Khách hàng Doanh nghiệp đã và đang khẳng định được thương hiệu, uy tín trong ngành dịch vụ tài chính tại Việt Nam, đáp ứng nhu cầu đa dạng các đối tượng khách hàng bao gồm: doanh nghiệp lớn, doanh nghiệp vừa và nhỏ, tập đoàn đa quốc gia, doanh nghiệp nhà nước, v.v. Với những sản phẩm, dịch vụ và giải pháp doanh nghiệp đa dạng, MB mang tới các sản phẩm, dịch vụ phục vụ toàn bộ nhu cầu kinh doanh riêng biệt và cụ thể của khách hàng. Với gần 30 năm kinh nghiệm trong việc phục vụ Khách hàng doanh nghiệp trong và ngoài nước, MB tự hào là một đối tác đáng tin cậy và có uy tín cao. 

Các dịch vụ chính: 
► TIỀN GỬI ► NGÂN HÀNG SỐ ► CHO VAY ► DỊCH VỤ THẺ ► CHUYỂN TIỀN, THANH TOÁN ► BẢO HIỂM NHÂN THỌ ► DỊCH VỤ KHÁC ► TIỀN GỬI & ĐẦU TƯ ► NGÂN HÀNG SỐ ► CÁC DỊCH VỤ THU HỘ, TRẢ LƯƠNG, NỘP THUẾ ĐIỆN TỬ ► TÍN DỤNG & BẢO LÃNH ► THANH TOÁN QUỐC TẾ & TÀI TRỢ THƯƠNG MẠI ► TÀI KHOẢN VÀ GÓI TÀI KHOẢN ► THỊ TRƯỜNG TIỀN TỆ VÀ VỐN ► SẢN PHẨM NGOẠI HỐI VÀ NGÂN HÀNG ĐẦU TƯ 1 ► SẢN PHẨM & CHÍNH SÁCH CHO KH FDI 1 ► THƯ TÍN DỤNG, BẢO LÃNH, NHỜ THU, CẤP TÍN DỤNG HỢP VỐN 2"
45,,"CƠ CẤU QUẢN TRỊ TẬP ĐOÀN Sơ đồ tổ chức - mô hình quản trị
1. Đại hội đồng cổ đông:
Vị trí cao nhất trong sơ đồ, đại diện cho các cổ đông của tập đoàn.
2. Hội đồng quản trị:
Trực tiếp dưới Đại hội đồng cổ đông, có vai trò quản lý và điều hành toàn bộ tập đoàn.
3. Ban kiểm soát:
Báo cáo trực tiếp với Đại hội đồng cổ đông, có nhiệm vụ giám sát hoạt động của hội đồng quản trị và tổng giám đốc.
4. Tổng giám đốc:
Báo cáo trực tiếp với Hội đồng quản trị, chịu trách nhiệm điều hành các hoạt động hàng ngày của tập đoàn.
5. Các công ty thành viên:
Báo cáo trực tiếp với Tổng giám đốc, bao gồm các công ty con của tập đoàn.
6. Các ủy ban chuyên trách dưới Hội đồng quản trị:
Ủy ban quản trị cấp cao
Ủy ban nhân sự
Ủy ban quản lý rủi ro
Ủy ban công nghệ & chuyển đổi số
7. Các phòng ban dưới Tổng giám đốc:
Khối Dữ liệu
Khối Khách hàng lớn
Khối Khách hàng vừa và nhỏ
Khối Khách hàng cá nhân
Khối Tài chính kế toán
Khối Tổ chức nhân sự
Khối Nguồn vốn và kinh doanh tiền tệ
Khối Ngân hàng số
Khối Công nghệ thông tin
Khối Vận hành
Khối Thẩm định
Ban Khách hàng chiến lược
Văn phòng CEO
8. Các khối hỗ trợ khác:
Văn phòng HĐQT
Khối Đầu tư
Ban Kế hoạch và Marketing
Khối Quản trị rủi ro
Khối Pháp chế và Tuân thủ
Khối Mạng lưới và Quản lý chất lượng
Trung tâm Phê duyệt tín dụng
9. Chi nhánh/Phòng giao dịch/Văn phòng đại diện nước ngoài:
Báo cáo gián tiếp với Tổng giám đốc, thông qua các khối liên quan.
Nhận xét:
Sơ đồ thể hiện rõ ràng cấu trúc quản lý và mối quan hệ báo cáo giữa các bộ phận.
Cấu trúc tập trung vào việc quản lý hiệu quả thông qua các ủy ban chuyên trách và các khối chức năng.
Sự phân chia rõ ràng giữa các phòng ban và khối chức năng giúp đảm bảo tính chuyên môn hóa trong công việc.","Ngân hàng MB có cấu trúc quản trị rõ ràng với Đại hội đồng cổ đông, Hội đồng quản trị, Ban kiểm soát, Tổng giám đốc, các công ty thành viên, các ủy ban chuyên trách và các phòng ban chức năng, đảm bảo quản lý hiệu quả và chuyên môn hóa.","
CƠ CẤU QUẢN TRỊ TẬP ĐOÀN Sơ đồ tổ chức - mô hình quản trị
1. Đại hội đồng cổ đông:
Vị trí cao nhất trong sơ đồ, đại diện cho các cổ đông của tập đoàn.
2. Hội đồng quản trị:
Trực tiếp dưới Đại hội đồng cổ đông, có vai trò quản lý và điều hành toàn bộ tập đoàn.
3. Ban kiểm soát:
Báo cáo trực tiếp với Đại hội đồng cổ đông, có nhiệm vụ giám sát hoạt động của hội đồng quản trị và tổng giám đốc.
4. Tổng giám đốc:
Báo cáo trực tiếp với Hội đồng quản trị, chịu trách nhiệm điều hành các hoạt động hàng ngày của tập đoàn.
5. Các công ty thành viên:
Báo cáo trực tiếp với Tổng giám đốc, bao gồm các công ty con của tập đoàn.
6. Các ủy ban chuyên trách dưới Hội đồng quản trị:
Ủy ban quản trị cấp cao
Ủy ban nhân sự
Ủy ban quản lý rủi ro
Ủy ban công nghệ & chuyển đổi số
7. Các phòng ban dưới Tổng giám đốc:
Khối Dữ liệu
Khối Khách hàng lớn
Khối Khách hàng vừa và nhỏ
Khối Khách hàng cá nhân
Khối Tài chính kế toán
Khối Tổ chức nhân sự
Khối Nguồn vốn và kinh doanh tiền tệ
Khối Ngân hàng số
Khối Công nghệ thông tin
Khối Vận hành
Khối Thẩm định
Ban Khách hàng chiến lược
Văn phòng CEO
8. Các khối hỗ trợ khác:
Văn phòng HĐQT
Khối Đầu tư
Ban Kế hoạch và Marketing
Khối Quản trị rủi ro
Khối Pháp chế và Tuân thủ
Khối Mạng lưới và Quản lý chất lượng
Trung tâm Phê duyệt tín dụng
9. Chi nhánh/Phòng giao dịch/Văn phòng đại diện nước ngoài:
Báo cáo gián tiếp với Tổng giám đốc, thông qua các khối liên quan.
Nhận xét:
Sơ đồ thể hiện rõ ràng cấu trúc quản lý và mối quan hệ báo cáo giữa các bộ phận.
Cấu trúc tập trung vào việc quản lý hiệu quả thông qua các ủy ban chuyên trách và các khối chức năng.
Sự phân chia rõ ràng giữa các phòng ban và khối chức năng giúp đảm bảo tính chuyên môn hóa trong công việc."
